txid,ordertxid,pair,aclass,time,type,ordertype,price,cost,fee,vol,margin,misc,ledgers,posttxid,costusd,strategy,note
TAR2KV-LC5IY-KL63AX,OSJNFO-K5GKF-IY65SF,LINK/USD,forex,11:19.0,buy,market,19.29392,25.000454,0.100002,1.29576849,0,initiated,"LZ5VAG-KDOI3-USJ6A3,LVRM34-HWBNX-MC4PJR",TKH2SE-M7IF5-CFI7LT,25.000454,,
T4LLTQ-E6GP7-FIHKR7,OHGWDY-DGNGJ-DGLARD,ETH/USD,forex,12:22.1,sell,market,4131.08,24.99993,0.1,0.00605167,0,initiated,"LOSJHD-LBRUP-FR36NW,LW42XB-6S2MO-ONAUTQ",TKH2SE-M7IF5-CFI7LT,24.99993,,
TB5BXY-NVBZW-NBI7DQ,OGW3K4-ZRFU5-HRNVUI,SOL/USD,forex,12:22.9,sell,market,195.71,24.99872,0.09999,0.1277335,0,initiated,"LDU76J-MGXO2-HMFEJT,LRTVFV-VIQIU-S6YEKU",TKH2SE-M7IF5-CFI7LT,24.99872,,
TSPRBE-D5FQV-R2KHCS,OYJFD6-AUL2Y-W5EPLJ,DOGE/USD,forex,12:24.0,sell,market,0.2096453,24.99689991,0.0999876,119.234249,0,initiated,"LNXSJQ-MIGRF-7UBG4V,L3KG6I-ZF6CW-4WBRV7",TKH2SE-M7IF5-CFI7LT,24.99689991,,
TPCHJG-2WSMA-NPEN4E,OLRM5C-3MRMZ-ZJDGYV,XRP/USD,forex,12:24.6,sell,market,2.5506,25.00000001,0.1,9.80161531,0,initiated,"LQKO34-KALLR-CQBNZM,LHGAJW-AOZV5-F6MTRK",TKH2SE-M7IF5-CFI7LT,25.00000001,,
TPFDIL-NRNQQ-NU2IUZ,OPMV4Z-OKO3J-SEL34F,AVAX/USD,forex,12:25.5,sell,market,22.89,24.96728,0.09987,1.09075044,0,initiated,"LCOC4J-45QAY-OZY2QF,LMDAJQ-GREQM-KOH6DL",TKH2SE-M7IF5-CFI7LT,24.96728,,
TDRJJK-BJYSQ-NQQTOL,OSMTSA-JIRDD-5IMQCB,LINK/USD,forex,12:26.3,sell,market,19.22866,24.985096,0.09994,1.29936752,0,initiated,"LFM6VY-5TPHV-WBQAMZ,LZEGLR-AP3U4-ZWBYLZ",TKH2SE-M7IF5-CFI7LT,24.985096,,
TPQZYM-Z7MJF-WBAV7W,O6IHJK-XQ6N2-XRRLVR,BCH/USD,forex,12:27.1,sell,market,542,24.983403,0.099934,0.04609484,0,initiated,"LUKZ55-35CSG-IS3KQN,LIBAAL-JQFKI-BLPCR7",TKH2SE-M7IF5-CFI7LT,24.983403,,
T3VTP3-XVNLY-Z3G5YU,OIDP3G-RXQKO-UE7SVL,LTC/USD,forex,12:27.8,sell,market,101.04,24.99505,0.09998,0.2473778,0,initiated,"LW7LB4-LJTZS-XEOQ6R,LGQUEQ-FKMCL-3LFY3C",TKH2SE-M7IF5-CFI7LT,24.99505,,
TQTKLB-6PMJI-2UDQV2,OSMNRP-SSWHX-IOCP6C,BTC/USD,forex,12:31.8,buy,market,114601.5,25.00032,0.1,0.00021815,0,initiated,"LPWCD3-3JR36-VAYUY7,LR3PHO-V5RTN-2FVV6A",TKH2SE-M7IF5-CFI7LT,25.00032,,
TEI7ZZ-JPNKB-IFSGZA,OA7OWF-LBEZA-D6EOGW,SOL/USD,forex,12:32.7,buy,market,195.7,25,0.1,0.12774655,0,initiated,"LGQS7M-LW4PC-G5LNSD,LHDS7V-UZJHO-YXXKVA",TKH2SE-M7IF5-CFI7LT,25,,
TWNDF4-26ROH-V45CPY,OUFEGT-EDFHE-OXG5BP,DOGE/USD,forex,12:33.4,buy,market,0.2096494,24.99589859,0.099983594,119.2271411,0,initiated,"LKJII7-WYWLL-5ALR7W,LRKAVC-I4KS3-3F6WN4",TKH2SE-M7IF5-CFI7LT,24.99589859,,
TM5277-MC42Y-HC5VQB,ODXION-22R6F-Q3QOMD,XRP/USD,forex,12:34.1,buy,market,2.55061,25.00000001,0.1,9.80157688,0,initiated,"LIE6HD-STC24-KTCOTM,LFXUIO-ACPKD-EYSS4L",TKH2SE-M7IF5-CFI7LT,25.00000001,,
TZBROO-FUZS4-NAULE4,OKMVWL-GKHVH-MFWJNI,AVAX/USD,forex,12:34.8,buy,market,22.91,25,0.1,1.09122654,0,initiated,"LWVPUT-AYMBG-OTZ2NO,L6MSX5-WOTCH-RPZ2W6",TKH2SE-M7IF5-CFI7LT,25,,
TAYFSP-VUYZY-WGIC6L,OB6RM4-4EWT4-UTMSCD,BCH/USD,forex,12:35.6,buy,market,542.03,25.001383,0.100006,0.04612546,0,initiated,"LLGDRJ-GCXYI-BSPDOG,L7OQRS-NEPCQ-6ADPET",TKH2SE-M7IF5-CFI7LT,25.001383,,
TZ52TE-2XPT2-I5PTHY,OPHFPE-AX6ZP-55X2AM,LTC/USD,forex,12:36.3,buy,market,101.04,25,0.1,0.24742676,0,initiated,"LSIJRP-G5BJN-NO225R,LCLYCZ-6SYR3-45IVXK",TKH2SE-M7IF5-CFI7LT,25,,
TARIWW-7R5RM-EHXZFH,O3X2TA-VZIC7-AKMGPJ,BTC/USD,forex,13:13.7,buy,market,114643.1,25.00022,0.1,0.00021807,0,initiated,"LHU42V-CR2GQ-TWMM63,LL5Z44-DTCA3-5XOGU7",TKH2SE-M7IF5-CFI7LT,25.00022,,
TPO4HK-2H5HR-PYWDIH,OF5ZJD-5HOOH-F4DKJE,ETH/USD,forex,13:38.0,sell,market,4135.52,25.00749,0.10003,0.006047,0,initiated,"L4ZK5G-64OVS-ESAQNO,LQ4X6T-L7CBH-BKPRFL",TKH2SE-M7IF5-CFI7LT,25.00749,,
T3X6BE-XZFCA-5BGEVF,OPEHHJ-UWGSZ-PX22SJ,SOL/USD,forex,13:38.7,sell,market,195.76998,25.00383,0.10002,0.12772045,0,initiated,"LFHOSG-QJQTQ-QDA3XZ,LFDEJH-IMX33-Q3DUR7",TKH2SE-M7IF5-CFI7LT,25.00383,,
TRZ3ZX-WIYC3-OWGKEN,ORSP7T-UPRO4-57N6GI,DOGE/USD,forex,13:39.5,sell,market,0.2098397,25.00254983,0.100010199,119.1507128,0,initiated,"LY2Z6C-P7YR7-PWBUWJ,LNOXCD-PWLKO-Q7AILG",TKH2SE-M7IF5-CFI7LT,25.00254983,,
TZXNZ5-CJFDM-XIAIR2,OTMAM3-QV47A-ZXC7EF,XRP/USD,forex,13:40.3,sell,market,2.55266,25.00548567,0.10002194,9.79585439,0,initiated,"LG2ORX-I2542-L6GMS7,L24TEE-ZVBPM-V4VT24",TKH2SE-M7IF5-CFI7LT,25.00548567,,
TH6IAQ-GPZGX-OYCD45,ODLYCS-ZT7UB-5COGYG,AVAX/USD,forex,13:41.0,sell,market,22.89,25,0.1,1.09217999,0,initiated,"LZHMFV-IMHFV-YDCDU5,LRVRJJ-PB26H-A4DPXF",TKH2SE-M7IF5-CFI7LT,25,,
TZ34IV-AIMSE-I4ZK74,ORVICB-XOLZU-E643FY,BCH/USD,forex,13:42.4,sell,market,541.91,24.994466,0.099978,0.04612291,0,initiated,"LUUQOZ-6CDQD-X2XHET,LMCQEN-3MPMY-HS47NZ",TKH2SE-M7IF5-CFI7LT,24.994466,,
TVDBQG-SDWIG-P3OGZA,OIB6RY-6SSPA-BMODDE,LTC/USD,forex,13:43.3,sell,market,101.01,25.00247,0.10001,0.24752475,0,initiated,"LJXC6I-2WXTE-SOR34A,LUJXUW-2LR7D-DYWHB6",TKH2SE-M7IF5-CFI7LT,25.00247,,
TSCQ7R-MMJU4-SXUNWW,OLA6YH-OJEOA-6RFL3J,BTC/USD,forex,13:48.3,buy,market,114666.5,24.9973,0.09999,0.000218,0,initiated,"LVXVQE-3KH6Q-BYJJVA,LXGKE6-DQCOV-4RIPNP",TKH2SE-M7IF5-CFI7LT,24.9973,,
TTWVJA-XIRAC-2J6NXB,OQCD4J-5G2Q2-5CYAKN,ETH/USD,forex,13:49.1,buy,market,4137.33,25.00809,0.10003,0.0060445,0,initiated,"L72TO6-WETLY-Q5R2V6,LPW5FZ-7GPGP-K3KNQQ",TKH2SE-M7IF5-CFI7LT,25.00809,,
TUTNAO-YI277-UCAJ7W,OUH5YQ-KB77W-7DT5JR,SOL/USD,forex,13:49.9,buy,market,195.93,24.99872,0.09999,0.12759008,0,initiated,"LCMJPA-B3GUM-EUEI3V,LOFBIA-EHDWO-ROEAGQ",TKH2SE-M7IF5-CFI7LT,24.99872,,
TJJ6WM-NLMYH-SW2R4G,OVVUTF-VGXPB-CSIS54,DOGE/USD,forex,13:50.5,buy,market,0.2099335,25,0.1,119.0853294,0,initiated,"LUYN72-FBBND-VDYKX6,LAXUT6-MDTHM-CEOQOC",TKH2SE-M7IF5-CFI7LT,25,,
TUPLBO-LT6LB-UYW5KY,OTI23Q-PVQ7P-DKGWIQ,XRP/USD,forex,13:51.3,buy,market,2.55505,25.00675317,0.10002701,9.7871874,0,initiated,"LYV3WZ-ZKFIR-YNGZ45,LV2W4D-33OEJ-LNCKDB",TKH2SE-M7IF5-CFI7LT,25.00675317,,
TCQ2HL-U2JJ2-74XU2H,ONZDZ4-AGPSP-PEAG75,AVAX/USD,forex,13:52.0,buy,market,22.91,25,0.1,1.09122654,0,initiated,"LUUHN5-TTHNB-WO5DNO,LH4GZV-K6WPF-H5UYS6",TKH2SE-M7IF5-CFI7LT,25,,
T34TIJ-ZZP4C-EWI4E5,OYETKC-6CEZ7-XNBVQA,BCH/USD,forex,13:52.7,buy,market,542.26599,25.016422,0.100066,0.04613312,0,initiated,"LBXTJX-EE77O-QJQ2P3,L5U5FH-WZEMQ-LEYYDC",TKH2SE-M7IF5-CFI7LT,25.016422,,
TA3JSR-B5FH7-WRULRO,OBEVDI-ICTS2-LD5LEH,ETH/USD,forex,15:00.1,sell,market,4135.51,25.00404,0.10002,0.00604618,0,initiated,"LJFVKU-Y5UBT-75ITIL,LICZU2-LQ4ZA-ZXPBWP",TKH2SE-M7IF5-CFI7LT,25.00404,,
TOPUAC-KHZ55-S5EV4V,OEE6WX-THPER-B4IE2H,SOL/USD,forex,15:00.7,sell,market,195.78,24.99617,0.09998,0.12767479,0,initiated,"LNNTCU-LWP5N-M3XRII,LP2JDN-2TW3K-7WUJZD",TKH2SE-M7IF5-CFI7LT,24.99617,,
TSJFTO-AF23Q-SOYWXN,OXFNWU-IOB5H-WYFP63,DOGE/USD,forex,15:01.6,sell,market,0.2097554,25,0.1,119.1864429,0,initiated,"LSTI7T-WR6BH-CJO74R,LWYMHO-I25IS-LIJKOW",TKH2SE-M7IF5-CFI7LT,25,,
TPFRMN-2SOOL-RSQEK7,OT2BY6-72DE3-3LX5FT,XRP/USD,forex,15:02.3,sell,market,2.55,24.99304116,0.09997216,9.80119261,0,initiated,"LL4AWT-VUSVV-B5B5H3,L327AE-X4CTZ-GLRUYR",TKH2SE-M7IF5-CFI7LT,24.99304116,,
TJBVCI-2D6HU-X5RDTF,OTLZI2-DIMUI-R4GJ2O,AVAX/USD,forex,15:03.0,sell,market,22.9,25.01092,0.10004,1.09217999,0,initiated,"LTBGUD-76KVN-23OYZ2,LNMWQH-DAAWC-3DXUWG",TKH2SE-M7IF5-CFI7LT,25.01092,,
TY6VZ6-UHHKA-PSDPXQ,OHZE32-TWZTV-T4HHO5,BCH/USD,forex,15:04.4,sell,market,542.15,24.99447,0.099978,0.0461025,0,initiated,"LM65UN-F2ZWG-IYYJ5N,LB4YTE-6VYJY-2V4VGM",TKH2SE-M7IF5-CFI7LT,24.99447,,
TXSMBS-6UBBH-JNAAZC,OSD2LM-TGC42-ESXPV4,LTC/USD,forex,15:05.2,sell,market,100.99,24.98268,0.09993,0.2473778,0,initiated,"LQEBSH-XJ4YU-JNJMMB,L5J6YG-DIY2X-TSJKX3",TKH2SE-M7IF5-CFI7LT,24.98268,,
TI5G3N-C3B44-CPSGFZ,OJNVNX-XOAGE-EIHZGE,BTC/USD,forex,15:09.6,buy,market,114706.4,25.00026,0.1,0.00021795,0,initiated,"L63NKM-7U4EL-WWGTUZ,LREJQP-FTNKM-BLX7BJ",TKH2SE-M7IF5-CFI7LT,25.00026,,
T3U5TP-IUTYO-MAD7BT,OLI375-WQKA5-AIXQUL,ETH/USD,forex,15:10.3,buy,market,4135.52,25.00005,0.1,0.0060452,0,initiated,"L2IOPK-V32I5-FGSMYI,LQVQM7-3IQR7-U3FML7",TKH2SE-M7IF5-CFI7LT,25.00005,,
TTSDWT-EOVH7-5MBUB7,O37LRP-UFSBZ-OAP5TL,SOL/USD,forex,15:11.2,buy,market,195.79,25.00128,0.10001,0.12769435,0,initiated,"LCUU7B-SD43W-XF5TFD,L7KFXS-4OKJJ-NYNATH",TKH2SE-M7IF5-CFI7LT,25.00128,,
TUECUL-5A4HQ-CEQB3F,ONTIUW-AKKV5-QPMUMA,DOGE/USD,forex,15:12.0,buy,market,0.2097555,24.99507857,0.099980314,119.1629234,0,initiated,"LPF6FM-JFA4F-BASW5D,LHS74R-P3BEY-P5CM7Q",TKH2SE-M7IF5-CFI7LT,24.99507857,,
T4ROVE-BFB46-UOASV3,OOD7KR-FKBOV-BCABXB,XRP/USD,forex,15:12.8,buy,market,2.55001,24.99999999,0.1,9.80388312,0,initiated,"LGLWQT-4DW3W-LAE5PL,LP47A4-S55FV-4WXAM2",TKH2SE-M7IF5-CFI7LT,24.99999999,,
TEICNE-KN2HK-JOQU7P,OGETLT-CDZWO-5BR6QP,AVAX/USD,forex,15:13.6,buy,market,22.91,25.01092,0.10004,1.09170306,0,initiated,"LK3L7Z-Q3EKV-QNKLE2,LEKWKT-RAH7T-BMFBB5",TKH2SE-M7IF5-CFI7LT,25.01092,,
TAQRFS-6EZLF-JWNNPD,OBHA3U-FV2IG-VF7AYX,BCH/USD,forex,15:14.3,buy,market,542.4,25.011528,0.100046,0.0461127,0,initiated,"LLAAK7-KIFDM-6XWMI2,LMFA5X-CZIXT-YOVNO6",TKH2SE-M7IF5-CFI7LT,25.011528,,
TSZBCL-GTC7F-W4QOKT,O54MK5-FEAOJ-I2X3MR,ETH/USD,forex,16:18.7,sell,market,4132.02,24.99992,0.1,0.00605029,0,initiated,"LQO4EH-EWK5W-MLDRJI,LGW5T3-H2TSF-7STFIL",TKH2SE-M7IF5-CFI7LT,24.99992,,
TPL2AW-74S5X-22XPBU,OFL6R5-XAJX7-XZ5ZQL,SOL/USD,forex,16:19.4,sell,market,195.62,25,0.1,0.12779879,0,initiated,"LQVS6P-6QRUB-WLFNXW,LE5E4V-LJ66T-5OHGNL",TKH2SE-M7IF5-CFI7LT,25,,
TOGRWK-IUPNY-IL37MZ,O6QOY2-42YOB-4O3IVY,DOGE/USD,forex,16:20.2,sell,market,0.2095442,24.99692227,0.099987689,119.2918834,0,initiated,"LWZZX3-A3IUK-ESK4MP,LAHRPV-DAJ3D-TI5JAL",TKH2SE-M7IF5-CFI7LT,24.99692227,,
TTKNZD-GUGXR-4V6KT7,OJ75O5-Q7AWK-T7Y6VR,XRP/USD,forex,16:21.1,sell,market,2.55034,25.00323528,0.10001294,9.80388312,0,initiated,"LKKAM7-MDHBP-XMVTLG,LTLVQ7-2DOT2-RL563D",TKH2SE-M7IF5-CFI7LT,25.00323528,,
TSBHJF-K5QLN-6P4272,OW3VBK-2BR2C-QRYSMZ,AVAX/USD,forex,16:21.8,sell,market,22.87,24.98907,0.09996,1.09265734,0,initiated,"LZRYOQ-5G5I5-2X2DVP,LGWNRV-MX2DL-PMEO2Q",TKH2SE-M7IF5-CFI7LT,24.98907,,
TSMZ65-6LTML-FIHMLF,OM6CJS-DZXP7-Y2B7SH,BCH/USD,forex,16:23.3,sell,market,542.19,24.990323,0.099961,0.04609145,0,initiated,"L3IVR4-ILC3B-GPBG53,LF2WGS-K7MPD-K25C2Q",TKH2SE-M7IF5-CFI7LT,24.990323,,
TSGF27-NL7XC-6RYDM7,ONDQM3-NMM3O-HJML6H,BTC/USD,forex,16:29.1,buy,market,114704.9,24.99993,0.1,0.00021795,0,initiated,"LRDW6X-OA3MK-NTR6A2,LTI22K-3CMIW-ZEWZ7Q",TKH2SE-M7IF5-CFI7LT,24.99993,,
TQPJKZ-DUKKC-IBV2JU,OKBYCK-YAO4Q-DESWDA,SOL/USD,forex,16:29.9,buy,market,195.63,25,0.1,0.12779226,0,initiated,"LAJKUC-2ODAS-ETRCH3,LA63PQ-OEW4S-VUQWMC",TKH2SE-M7IF5-CFI7LT,25,,
TXV576-LR72I-BVFRLL,OXMMDR-W5FVP-HOJ53T,DOGE/USD,forex,16:30.5,buy,market,0.209564188,25.00489061,0.100019562,119.3185289,0,initiated,"LPIRYX-N2L2N-DZWXIT,LURISF-YXW3H-IPGSGN",TKH2SE-M7IF5-CFI7LT,25.00489061,,
TFK522-JVWWT-VEUVTB,OLYNBJ-W5HMT-J62CEC,XRP/USD,forex,16:31.3,buy,market,2.55035,25.00000001,0.1,9.80257612,0,initiated,"LT5GMT-25VAX-CD46XT,LE6BAA-HUAKG-FQUCWD",TKH2SE-M7IF5-CFI7LT,25.00000001,,
TBLDJD-5BQXW-QN5KDI,OGMPQ5-GWQI4-JNCIT2,BCH/USD,forex,16:32.0,buy,market,542.35,25.007379,0.10003,0.0461093,0,initiated,"LYAKFQ-KKWMN-TYOGDL,LGUS3E-T6SUF-HLIEY7",TKH2SE-M7IF5-CFI7LT,25.007379,,
TRDS3O-RGVU5-GS5UEJ,OE6IQB-SVJ47-2F7WPP,LTC/USD,forex,16:32.9,buy,market,100.89,25.00248,0.10001,0.24781919,0,initiated,"LCTRCB-HP5QV-2LJVWA,LU5QEV-GG2PT-D3CD5H",TKH2SE-M7IF5-CFI7LT,25.00248,,
T7J3EF-UG7DZ-HK2VNG,O5BT3K-LJAXV-PYHDGX,ETH/USD,forex,17:36.9,sell,market,4131.08,24.99993,0.1,0.00605167,0,initiated,"LOJPVV-TFXUD-TCXZ3P,LNGLSU-GPY6A-QEWQ6M",TKH2SE-M7IF5-CFI7LT,24.99993,,
TGCEDH-HBTEI-HGYRGE,ODDZ76-2G4W7-DUQ7MT,SOL/USD,forex,17:37.6,sell,market,195.62,24.99872,0.09999,0.12779226,0,initiated,"LBTVY4-AMXSH-ZXYQFQ,LG4RTO-5PAYX-DZ3HIM",TKH2SE-M7IF5-CFI7LT,24.99872,,
TB3V5Q-PFTK2-RBEQUK,OI46HJ-VM2LD-WCSB73,DOGE/USD,forex,17:38.3,sell,market,0.2095414,25.00394972,0.100015799,119.3270147,0,initiated,"L5N4ZG-MHXOW-KOLDVS,L5JHIL-OFONI-3J7Q2H",TKH2SE-M7IF5-CFI7LT,25.00394972,,
TVIRIT-VATL5-QYAVPU,OLQGR4-QMF2T-ANTQ3V,XRP/USD,forex,17:39.1,sell,market,2.5507,25.00049008,0.10000196,9.80142317,0,initiated,"LGMEXF-XUFRW-EFT2RB,LFQ5FO-YLSSF-KK2DEB",TKH2SE-M7IF5-CFI7LT,25.00049008,,
TGQP3W-FQ7S3-EJHSHS,O2X4RB-LZQ7I-2QNOSW,BCH/USD,forex,17:41.1,sell,market,541.473031,24.959573,0.099839,0.04609569,0,initiated,"LOBJAS-52JJL-XFUGKB,LPPLTW-KEZP6-WDV67T",TKH2SE-M7IF5-CFI7LT,24.959573,,
TWCFXF-ZQ5UW-BIBTBS,OSCHXI-A5QBJ-NZFHZ7,LTC/USD,forex,17:41.8,sell,market,100.81,25,0.1,0.24799127,0,initiated,"LVAXSI-BCXEI-YY2N2R,LVY4MZ-3L7QT-P2ND6Z",TKH2SE-M7IF5-CFI7LT,25,,
T43T36-XYBIW-JUKRDS,OA65QC-ZYHI6-LLSAUV,BTC/USD,forex,17:46.7,buy,market,114720.7,24.99993,0.1,0.00021792,0,initiated,"LQUPCI-XYYEJ-TH4PV6,LDHFRE-4WWF6-LA7DPF",TKH2SE-M7IF5-CFI7LT,24.99993,,
TDYNDJ-MGL54-P3L22N,OL3QMT-IOWWJ-EQLLRL,SOL/USD,forex,17:47.4,buy,market,195.73,25.00255,0.10001,0.12774002,0,initiated,"LQOBYE-QDEBT-6LA642,L5TFFP-JGBAK-LDMS5Z",TKH2SE-M7IF5-CFI7LT,25.00255,,
TG7UFC-S6QBG-GOHYV7,OVO7U4-QZSXC-TI27VS,DOGE/USD,forex,17:48.1,buy,market,0.2096562,25.01369658,0.100054786,119.3081654,0,initiated,"LMPLNF-M3KLD-4IAMUM,L5F2W5-GOEV6-QBT4QO",TKH2SE-M7IF5-CFI7LT,25.01369658,,
TE6YEW-YMHU3-NMIJFC,OPR2VY-PVZEV-QPKB3V,XRP/USD,forex,17:48.8,buy,market,2.55251,24.99951029,0.09999804,9.79408907,0,initiated,"LJ3MQD-DQQNU-V3XCW2,LHRF5C-RRWD2-RGDMSN",TKH2SE-M7IF5-CFI7LT,24.99951029,,
TMW5NB-PCOAJ-WY64MG,OGRL3J-MNB5M-VVYZL4,AVAX/USD,forex,17:49.5,buy,market,22.93,25.01091,0.10004,1.09075044,0,initiated,"L3KTPK-LRGZM-UGV6OZ,L5SGTB-POUWV-DROMLO",TKH2SE-M7IF5-CFI7LT,25.01091,,
TRBMGT-DKKDQ-4V4VAV,OGNIFW-S2WZV-QIM45O,LTC/USD,forex,17:50.3,buy,market,100.87,25.01488,0.10006,0.24799127,0,initiated,"LJNAXD-DE4FN-WJAJWI,LWE7LF-LZLPP-4BN5UD",TKH2SE-M7IF5-CFI7LT,25.01488,,
THF4O4-WSFIR-IHML7O,OU3OOC-ENCPE-UIKLLG,BCH/USD,forex,18:25.3,sell,market,541.962775,25.0246,0.100098,0.04617402,0,initiated,"LUXOHX-4OSK4-V4K2YG,LF5PYO-C3MBO-T5WZII",TKH2SE-M7IF5-CFI7LT,25.0246,,
T4JSTZ-L3TPP-NWTYR7,OMKTV4-JG3RN-V7HX5H,BTC/USD,forex,18:29.6,buy,market,114719.4,24.99965,0.1,0.00021792,0,initiated,"LTBZWZ-3LJZG-YYKGDU,LBWS3N-II5U5-R5K3OS",TKH2SE-M7IF5-CFI7LT,24.99965,,
TOGYMI-FNUOD-ERG5NQ,OOAHEO-GIKP3-E7AUPA,ETH/USD,forex,18:54.8,sell,market,4137.3,24.99992,0.1,0.00604257,0,initiated,"LA4YQU-ACRXL-F5VOXT,L4LLI2-APBYR-S7ZTSM",TKH2SE-M7IF5-CFI7LT,24.99992,,
TVEXNC-UBZUD-AF6GO6,OMOGAM-XPUTN-U4DJYX,SOL/USD,forex,18:55.6,sell,market,195.94,25.00894,0.10004,0.12763568,0,initiated,"LAORJP-L2MPR-BGAOBF,LMBXJM-VFEYT-MHRSTN",TKH2SE-M7IF5-CFI7LT,25.00894,,
TL6D6T-XY747-YIRF2O,OWBGW4-ZE64N-M3CFVY,DOGE/USD,forex,18:56.3,sell,market,0.2099999,25.00080955,0.100003238,119.0515307,0,initiated,"L2YCT3-LHO2E-YUQYMC,LKTVSP-KHH5R-Q6734V",TKH2SE-M7IF5-CFI7LT,25.00080955,,
TVLE5G-IA6WP-VOJFCL,OFJXKP-PQF7T-FVUAU5,AVAX/USD,forex,18:57.0,sell,market,22.96,24.98912,0.09996,1.08837614,0,initiated,"LMEGPR-KCJXV-WYVZBR,LFFQWE-CXT7P-WMMOSF",TKH2SE-M7IF5-CFI7LT,24.98912,,
TS73BW-T766U-3ECJJO,O4DTZS-7AQQ3-OFRATE,LTC/USD,forex,18:59.3,sell,market,100.87,24.96782,0.09987,0.24752475,0,initiated,"LQJRTP-RUKRK-J2HMRB,L5RMVP-5PZ6R-7S7PAN",TKH2SE-M7IF5-CFI7LT,24.96782,,
T2ZE3V-6CHAN-MXGGAK,OSOP4T-57HKV-WVSGJH,BTC/USD,forex,19:03.4,buy,market,114777.9,25.00551,0.10002,0.00021786,0,initiated,"LIC4OI-YSN65-KLHEF5,LJZ4SD-PTRCX-JWINZA",TKH2SE-M7IF5-CFI7LT,25.00551,,
TV5IA5-67ZTS-ZW6REJ,OM3X6D-XVLLL-3SZMOM,ETH/USD,forex,19:04.1,buy,market,4137.31,24.99999,0.1,0.00604257,0,initiated,"LYZYYU-GOFDY-FPXTNQ,LDZRVG-Z42F7-XULX6L",TKH2SE-M7IF5-CFI7LT,24.99999,,
T6YENT-LOHSO-5FBMDI,OIHSKA-2SLBP-KTQENF,SOL/USD,forex,19:05.0,buy,market,196,25.0051,0.10002,0.12757706,0,initiated,"LD4YAL-BMVJU-NWLEEG,L5KSLC-653AD-VIKGAG",TKH2SE-M7IF5-CFI7LT,25.0051,,
TNYDJ6-S6GBC-KELZVJ,OVFN2E-3ZBT4-SYDAM4,DOGE/USD,forex,19:05.6,buy,market,0.210188,25.02238095,0.100089524,119.0476191,0,initiated,"LD5Z52-ID2BF-VB3S64,LRUC4X-L25BW-R6ODAV",TKH2SE-M7IF5-CFI7LT,25.02238095,,
THMK44-NWOMR-XWRX7F,ORMMPQ-QONMJ-XZJVEB,XRP/USD,forex,19:06.3,buy,market,2.55920434,25.0139216,0.10005569,9.77410098,0,initiated,"LYFTNC-CFKCH-P5FOQK,L6SOZI-GRWT7-E7ZPOY",TKH2SE-M7IF5-CFI7LT,25.0139216,,
T3CZH3-X5WCJ-6KFE5X,ONWACY-HJC74-56TKPQ,SOL/USD,forex,20:11.0,sell,market,196.13,25,0.1,0.12746648,0,initiated,"LV22MR-T4H2L-WQ7A6X,LL2BUT-S6YHC-BSPRHQ",TKH2SE-M7IF5-CFI7LT,25,,
TE4TJV-S2MRF-TSNAEW,ORAYYR-PIIJD-G3Z27L,DOGE/USD,forex,20:11.9,sell,market,0.210261,25.01482371,0.100059295,118.970345,0,initiated,"LLOWNC-OZI7L-UQ575L,LKVQRE-ASD6R-V6SWQN",TKH2SE-M7IF5-CFI7LT,25.01482371,,
TWZC6P-DQFWM-XMF2S7,ONMGV6-RRPF5-A3QR37,BTC/USD,forex,20:19.5,buy,market,114851.5,24.99973,0.1,0.00021767,0,initiated,"LEPG2J-L234A-RSO6DZ,LQR7ZG-CP7FI-QKTLR2",TKH2SE-M7IF5-CFI7LT,24.99973,,
TDYM7W-BLGUC-X5G637,OE4HWK-6SK36-LTQIP2,ETH/USD,forex,20:20.2,buy,market,4139.99,25.00405,0.10002,0.00603964,0,initiated,"LWU54N-565VO-Z6I2ZK,LVXDQT-UZTH5-WTOSEM",TKH2SE-M7IF5-CFI7LT,25.00405,,
T3UDX6-JZJHS-5ZGO4L,OXG62D-KVQCA-UE4SBY,SOL/USD,forex,22:40.3,sell,market,196.13,25,0.1,0.12746648,0,initiated,"LLLGBE-PZA5X-YTTGOI,L7RK4J-SCBYD-PM5AYG",TKH2SE-M7IF5-CFI7LT,25,,
TJDLHV-JCV4D-H4HSDD,ODCMG5-OCD7W-35UMBN,XRP/USD,forex,22:41.1,sell,market,2.55415,24.99217206,0.09996869,9.7849273,0,initiated,"LVL4HU-NELQ7-5OECJR,LGYP6T-573XS-RM2KDT",TKH2SE-M7IF5-CFI7LT,24.99217206,,
TNHNDO-K5KSI-XMYLVQ,OCJSXC-PD77M-CTJY4D,BTC/USD,forex,22:46.8,buy,market,114860.1,25.00045,0.1,0.00021766,0,initiated,"LNQ24D-EKT76-WTMEYU,LWT27L-7S7HK-C632NU",TKH2SE-M7IF5-CFI7LT,25.00045,,
TB32CG-DGV74-6OE5QE,ODY4B5-75ECP-JKJL2G,ETH/USD,forex,22:47.6,buy,market,4139.12,25,0.1,0.00603993,0,initiated,"LRKHIC-Y2YHX-RZ4OCC,LWAC4P-7QYLE-WKA52S",TKH2SE-M7IF5-CFI7LT,25,,
