txid,ordertxid,pair,aclass,time,type,ordertype,price,cost,fee,vol,margin,misc,ledgers,posttxid,costusd,strategy,note
TVCE4O-NUQNL-DONG4R,OOVNDB-YNMAW-PJVINC,LTC/USD,forex,28:24.1,buy,market,94.75,38.10793,0.09146,0.40219456,0,initiated,"LX4TW7-VGHDB-UVSXQQ,LFU6QP-JAE4U-HL6EGD",TKH2SE-M7IF5-CFI7LT,38.10793,,
TVY4DF-M6QVA-B72V2N,OG3EU7-AMDUO-GHZONH,BTC/USD,forex,28:32.9,sell,market,111320.6,38.11951,0.09149,0.00034243,0,initiated,"L2JHVQ-5KMEQ-XN23MH,LD6NXD-GZTWI-NFR2SB",TKH2SE-M7IF5-CFI7LT,38.11951,,
TL2IRO-TDMVJ-RTAMRA,OURUNQ-ROXXZ-S5ARJS,ETH/USD,forex,28:33.6,sell,market,3969.92,38.11893,0.09149,0.00960194,0,initiated,"LJWA2J-3VRQA-SKYSEC,LF3WCI-OGKY7-E3BKQO",TKH2SE-M7IF5-CFI7LT,38.11893,,
TZNKP2-S4YNZ-O5PHRU,OKDD5U-ET4JZ-IL3YCT,XRP/USD,forex,28:36.0,sell,market,2.41194,38.11873567,0.09148497,15.80418073,0,initiated,"LO4PSI-IC7FT-VTTD3T,L4D62J-43HSW-YUIBVS",TKH2SE-M7IF5-CFI7LT,38.11873567,,
TYXZPI-SUFHM-XRXJPX,O4XLPK-K7CJM-XWRQGB,AVAX/USD,forex,28:36.8,sell,market,21.92,38.08525,0.0914,1.73746582,0,initiated,"LA4PWR-2XPXK-CCR5DJ,LNPM5O-VPXRP-T2K722",TKH2SE-M7IF5-CFI7LT,38.08525,,
TRONLW-KZWDW-3GZOQA,OS2OAB-SNAOL-UX3CVS,LINK/USD,forex,28:37.6,sell,market,18.016845,38.082429,0.091398,2.1137124,0,initiated,"LUJTMA-2RGL4-TFPLYU,LZGDQK-JZITE-3ZSINE",TKH2SE-M7IF5-CFI7LT,38.082429,,
TXKTXS-J2YRS-P7TAXL,OCRGYQ-O4EBH-2GUZ6Z,LTC/USD,forex,28:39.4,buy,market,94.75,38.12,0.09149,0.4023219,0,initiated,"LIZQHQ-5AXS4-AED75J,LWAYCL-PLTZ6-W4YSSM",TKH2SE-M7IF5-CFI7LT,38.12,,
TKQFH5-MI26Z-Q2NC3U,ORNJZ4-AZSX3-7J656K,LINK/USD,forex,28:47.6,sell,market,18.018025,38.122507,0.091494,2.11579833,0,initiated,"LGFXP6-CI5XQ-7WYCFH,LYKF5P-ZJMRA-E54GME",TKH2SE-M7IF5-CFI7LT,38.122507,,
TJAKVG-JMPS5-OPOMVX,OSX2OR-XAWIE-OCTGOO,BTC/USD,forex,28:53.2,buy,market,111320.1,38.12046,0.09149,0.00034244,0,initiated,"LTN7EA-CCCK4-5CULN2,LB2HKC-GGAQN-CL47IR",TKH2SE-M7IF5-CFI7LT,38.12046,,
TBVZA3-FIV2P-4XQMX7,OEN2J2-RPNCP-SKZ6JU,ETH/USD,forex,28:54.1,buy,market,3969.37,38.12,0.09149,0.00960354,0,initiated,"LGP46B-EUTPR-VH475F,LFT3BV-LGK2I-4OLOEK",TKH2SE-M7IF5-CFI7LT,38.12,,
TBOEH3-EF3NG-AUQMKL,OXHMJA-GILTX-NPO5HL,SOL/USD,forex,28:54.8,buy,market,194.12,38.12196,0.09149,0.19638349,0,initiated,"LKHGXT-VCPJS-I3RIAL,LVH37M-LXKPO-6LJPHJ",TKH2SE-M7IF5-CFI7LT,38.12196,,
TLPHXX-2HAZU-TXOTG6,O6RBQL-KEKPW-WNZYUJ,XRP/USD,forex,28:55.5,buy,market,2.41158,38.11415228,0.09147397,15.8046394,0,initiated,"LGYIBE-MAGDW-LVB3Z7,L2SFQR-UVZ5V-RC7YP3",TKH2SE-M7IF5-CFI7LT,38.11415228,,
TBMW3S-Y7QD3-O5A4W2,O5Y5XK-NROLF-KZVVG7,LINK/USD,forex,28:56.2,buy,market,18.02052,38.125289,0.091501,2.11565977,0,initiated,"LRSAEF-NXJBT-OC543N,L5HLDP-76KRL-5FVMBJ",TKH2SE-M7IF5-CFI7LT,38.125289,,
THMFRR-LQGKR-4JUOYB,OX4QLK-R5TB6-UNI5IO,SOL/USD,forex,29:36.5,sell,market,193.84,38.01235,0.09123,0.19610169,0,initiated,"LKFOZO-GOFQT-EZ4LHM,LSETGV-WPCVH-7NHZAL",TKH2SE-M7IF5-CFI7LT,38.01235,,
TXHPDD-PBCWB-H5AS7J,O2OIEF-OUL6B-OIIADA,XRP/USD,forex,29:37.9,buy,market,2.41103,38.02999999,0.091272,15.77334168,0,initiated,"LOZJ6Y-I5VHA-GKZRGS,LGA6EZ-V6RWZ-ATDBXI",TKH2SE-M7IF5-CFI7LT,38.02999999,,
TOQLDI-JU35H-VAHJXV,OIZSVS-ZZGKK-CBBGQG,BTC/USD,forex,29:55.4,sell,market,111284.2,38.03026,0.09127,0.00034174,0,initiated,"LLJ7XM-P2VF6-M6UHK7,LMSHGR-IU3OT-V6EOUT",TKH2SE-M7IF5-CFI7LT,38.03026,,
TOP6GO-QWFCO-Q3AQT7,OLKEAN-JP25Q-FYK4FL,ETH/USD,forex,29:56.1,sell,market,3969.36,38.03,0.09127,0.00958089,0,initiated,"L4JPDL-35IWM-G4Z6YS,LS2JJ5-YVLTT-PW2UWW",TKH2SE-M7IF5-CFI7LT,38.03,,
TNPLWX-7MAFH-ZLJYO3,OU3ALA-HSUXJ-HI2AWA,XRP/USD,forex,29:58.2,sell,market,2.41102,38.02984226,0.09127162,15.77334168,0,initiated,"L3PZY5-525WX-KJ27AF,LUUJTO-TREC4-P7GG7N",TKH2SE-M7IF5-CFI7LT,38.02984226,,
TDIEMA-OXS5I-AKC4O3,OYIN76-UWN4H-WSXOOI,LINK/USD,forex,29:59.6,sell,market,18.008105,38.0038,0.091209,2.11037195,0,initiated,"LAQERY-G25KT-PCFGWI,LMIS74-SLP7U-XVMYXG",TKH2SE-M7IF5-CFI7LT,38.0038,,
TBOBT4-WXBKQ-Y6PD2C,OH2YLE-MVBZE-JEWNLO,LTC/USD,forex,30:01.0,buy,market,94.69,38.03,0.09127,0.40162636,0,initiated,"LUAXNC-DXTIQ-MUSWNT,L2QNUL-EAL7B-PIO7UD",TKH2SE-M7IF5-CFI7LT,38.03,,
TPEM2D-W77P5-GZC3WI,OLHG4Y-CH7KU-CDFTYZ,XRP/USD,forex,30:07.3,sell,market,2.41100156,38.02970907,0.0912713,15.77340711,0,initiated,"LE7N6S-3VAS3-WW2JZN,LYGEH4-XAAOE-K3ZE6W",TKH2SE-M7IF5-CFI7LT,38.02970907,,
TWCHBY-SBS4J-WIPAQQ,OUJFVD-VVIOM-KFIYQA,LINK/USD,forex,30:09.0,sell,market,18.008275,38.030349,0.091273,2.11182628,0,initiated,"LXSNE5-FCHWN-HCQJJG,L4XU3W-W5IZ6-DEDKZZ",TKH2SE-M7IF5-CFI7LT,38.030349,,
TJU53T-BUKRP-GBUUNK,OX5CAV-TBGTC-LJIOJB,LTC/USD,forex,30:10.6,sell,market,94.68,38.02598,0.09126,0.40162636,0,initiated,"LTAHXU-WF2KT-K7VTV3,LXETHB-5PDSQ-QCGGPE",TKH2SE-M7IF5-CFI7LT,38.02598,,
TVFFCL-B5L4A-O2U2SE,OOJ3L5-QOGTW-3ZIMES,BTC/USD,forex,30:15.1,buy,market,111284.3,38.0303,0.09127,0.00034174,0,initiated,"LKAYFK-5FT6S-3GWRFO,LJE5GK-I4OHZ-IG7E36",TKH2SE-M7IF5-CFI7LT,38.0303,,
TC3A7F-KESWS-A2KZZJ,OHO7UN-4IOPR-YZRXL3,ETH/USD,forex,30:15.8,buy,market,3969.37,38.03002,0.09127,0.00958087,0,initiated,"LDU7R3-RSKDM-F75JYH,LZBYIC-MP6QX-APPSXI",TKH2SE-M7IF5-CFI7LT,38.03002,,
TIWQUZ-QUO7J-L3ZOBH,ODZCFW-SN47X-MSYH76,XRP/USD,forex,30:16.5,buy,market,2.41101,38.03015773,0.09127238,15.77353795,0,initiated,"L6SOZW-RQGXT-NQQVOG,LLN6MY-GBQ42-4M6R74",TKH2SE-M7IF5-CFI7LT,38.03015773,,
TLJBG2-NX37N-YSG3BI,OJRFNU-ID4EZ-6Q2U7S,LINK/USD,forex,30:17.2,buy,market,18.008755,38.031025,0.091274,2.11180752,0,initiated,"LFHI7Q-XCI26-NJST5E,LIV4AL-B62WJ-QF4HUA",TKH2SE-M7IF5-CFI7LT,38.031025,,
TN7HLZ-4ONB6-3ID5RB,OADYOI-H465A-5D37NB,BCH/USD,forex,30:17.9,buy,market,523.547157,38.023984,0.091258,0.07262762,0,initiated,"LSXKGL-AGURS-DCPY2C,LFSTRO-GJHL6-RDKU2O",TKH2SE-M7IF5-CFI7LT,38.023984,,
TBELQE-BOV6A-REMGRW,OA2HJZ-JUZIX-THKKB2,LTC/USD,forex,30:18.6,buy,market,94.7,38.03803,0.09129,0.40166878,0,initiated,"L7P6QJ-5M55B-QCB3QT,L4C2QK-SCC7M-F2W67S",TKH2SE-M7IF5-CFI7LT,38.03803,,
TWSWUL-AXPIY-FDKGQB,OEIRW5-RSBUL-THXNOT,ETH/USD,forex,31:16.0,sell,market,3969.36,37.9399,0.09106,0.00955819,0,initiated,"L56PJT-62JJA-ULRNEO,LVRM75-SK5GT-A6PQLF",TKH2SE-M7IF5-CFI7LT,37.9399,,
TWCPOD-QICAW-WCSVKT,OEBJFQ-MLHIB-SRHHO5,XRP/USD,forex,31:18.2,sell,market,2.411,37.93984263,0.09105562,15.73614377,0,initiated,"LOOXWE-HSYIE-TH7G2X,LXR7V2-MG22J-J5SOX5",TKH2SE-M7IF5-CFI7LT,37.93984263,,
TBEPP7-6N4DM-OSIJEC,O65BFY-WPIZZ-LV3CVT,LINK/USD,forex,31:19.6,sell,market,18.01438,37.947984,0.091075,2.10653843,0,initiated,"LGN7K7-4FNGX-5DSSBH,LAAAON-QQKME-ONVCGI",TKH2SE-M7IF5-CFI7LT,37.947984,,
TYOA5O-3MB5N-6TEK6J,OAUUH2-WSUNR-R2V3Z7,BCH/USD,forex,31:20.3,sell,market,523.38,37.927679,0.091026,0.07246681,0,initiated,"LA5VO7-3DAAY-IGXGPX,LLBIBZ-6V7I7-OADWBD",TKH2SE-M7IF5-CFI7LT,37.927679,,
TWOIFK-BKNQY-6ZNSIZ,O2JP4Y-HXLL3-IVBHPM,LTC/USD,forex,31:21.1,buy,market,94.69,37.93599,0.09105,0.40063358,0,initiated,"LAA43I-EWILF-NLHGYQ,LEJ7L3-4NQ2U-BTHMZT",TKH2SE-M7IF5-CFI7LT,37.93599,,
TL4WWE-HOYLH-UDE4YU,OV7BOB-5VTA2-NJOATG,XRP/USD,forex,31:27.1,sell,market,2.411,37.93984263,0.09105562,15.73614377,0,initiated,"LD6PXU-EBKAH-A4MVCT,LM2YVF-Z4AJK-AXX5IQ",TKH2SE-M7IF5-CFI7LT,37.93984263,,
TKOLN2-2I3YW-QZGNUI,OWCSWP-SK53S-COIZH3,LTC/USD,forex,31:29.9,sell,market,94.72,37.95202,0.09108,0.40067589,0,initiated,"LBHPFR-OMXJK-PKPIXC,LMAH7X-NZJ77-PNXDSO",TKH2SE-M7IF5-CFI7LT,37.95202,,
TEJ66U-MVMCM-2SMWJS,O4D475-YYOJW-BWFHZD,BTC/USD,forex,31:34.2,buy,market,111230.1,37.93947,0.09105,0.00034109,0,initiated,"LGNTZ5-LZPGK-3YK3LX,LBXC3B-HMIMT-FSTMJX",TKH2SE-M7IF5-CFI7LT,37.93947,,
TVYVCA-QPQJX-FR52ZA,OBJ475-HHTWD-FAEZS4,ETH/USD,forex,31:34.9,buy,market,3966.73,37.91476,0.091,0.00955819,0,initiated,"L7TBFP-GDNNL-K2PX5B,LUQHV7-EVEKR-5ZK3YQ",TKH2SE-M7IF5-CFI7LT,37.91476,,
TIMM5N-OSKJW-2HULPY,OTB6P3-OUQU5-QCIBGL,XRP/USD,forex,31:35.6,buy,market,2.41087,37.93811165,0.09105147,15.73627431,0,initiated,"LN3KKZ-QVSP3-GOIWL3,LQYVYV-CKLW2-YUKLHA",TKH2SE-M7IF5-CFI7LT,37.93811165,,
TXNA2G-FZL6E-LQ3VFF,OCQCSE-ZDSRS-5SMVKR,LINK/USD,forex,31:36.3,buy,market,18.01867,37.949035,0.091078,2.10609524,0,initiated,"LEKVJQ-E3OPP-YOKWTF,LZOG7L-GEFML-NG2PM7",TKH2SE-M7IF5-CFI7LT,37.949035,,
THOOY3-6PF6U-Q73FH6,OC6AMO-LN3PM-WVZOYA,LTC/USD,forex,31:37.8,buy,market,94.72,37.93599,0.09105,0.4005067,0,initiated,"LFH4MY-WYSHI-KY5K6B,LNGV42-PXYRS-2S5KVU",TKH2SE-M7IF5-CFI7LT,37.93599,,
TYERTS-2KMIL-7JPZY6,OT3KAZ-HQWMX-7CUJYU,ETH/USD,forex,32:15.9,sell,market,3967.12,39.7899,0.0955,0.01002992,0,initiated,"LDRGQK-NZSPZ-ZT75OO,LFJVYN-W4QGA-NRY3YP",TKH2SE-M7IF5-CFI7LT,39.7899,,
TIBIQ5-FV25I-BJPH7N,OG7XSY-IDF5M-7TZZWY,XRP/USD,forex,32:39.2,sell,market,2.4116,39.76773825,0.09544257,16.49018836,0,initiated,"L3CJEJ-XYNLV-6YNGMZ,LFVNYU-4C7AS-FQIBLD",TKH2SE-M7IF5-CFI7LT,39.76773825,,
TWDX2Z-UG55R-UL67WR,O3R3WH-VFOU5-4KREOE,LINK/USD,forex,32:40.7,sell,market,18.02438,39.802609,0.095526,2.20826509,0,initiated,"LARVNC-QME32-OOFOYA,L37AUV-3EKE3-MBCBE5",TKH2SE-M7IF5-CFI7LT,39.802609,,
TBCBV7-TWUS2-7N254V,OCJNGP-FNENT-T5LCYA,LTC/USD,forex,32:42.1,buy,market,94.72,39.79,0.0955,0.42008024,0,initiated,"L3NAGY-FU47Z-7I2UNQ,LGVVAB-BSZ3N-TVMXLB",TKH2SE-M7IF5-CFI7LT,39.79,,
THRUFT-LV5RZ-6N5TSO,OOQ7A7-HJS76-FSOEGF,BTC/USD,forex,32:54.2,buy,market,111230.1,39.79034,0.0955,0.00035773,0,initiated,"L7CWNL-GGF7O-2XUZPT,LEQ4GW-JOXTI-DGCA66",TKH2SE-M7IF5-CFI7LT,39.79034,,
TFK6O2-NRTLV-25BEK4,OFHTBW-A7HQ7-4GWSP5,BTC/USD,forex,46:26.6,sell,market,111158.3,41.84999,0.10044,0.00037649,0,initiated,"L7U5UW-6GAVR-XSVC56,LS5YIL-XQKXB-WGY2I2",TKH2SE-M7IF5-CFI7LT,41.84999,,
T4JH4L-PZKVS-GN2UZV,OWCRPE-DKQ25-XBHXHL,BTC/USD,forex,46:33.2,buy,market,111158.4,41.85003,0.10044,0.00037649,0,initiated,"LOAJGU-VNRBU-5X3IYM,LKOTHH-BYNMG-6JHD4D",TKH2SE-M7IF5-CFI7LT,41.85003,,
TKBQXY-7TPBO-4ZNBG7,OG5NBE-KR4GN-75KUCH,BTC/USD,forex,47:36.3,sell,market,111094.2,41.8203,0.10037,0.00037644,0,initiated,"LKCHS2-GYJDR-3CJY5U,LZAERO-XMNIH-M5WDVI",TKH2SE-M7IF5-CFI7LT,41.8203,,
T7EADY-ROUIB-YPGUBM,O3ALBW-DRWW4-7QSV3M,XRP/USD,forex,47:39.4,buy,market,2.4106,41.82000001,0.100368,17.348378,0,initiated,"LIBEB6-DYIYD-VG4ZAA,LXGPKG-N36DX-WNFUKY",TKH2SE-M7IF5-CFI7LT,41.82000001,,
TM3U6T-OPWWA-BGIJDN,O23TMX-VX5NE-BDBWCJ,BTC/USD,forex,47:46.2,sell,market,111094.2,41.8203,0.10037,0.00037644,0,initiated,"LVEFXW-ESSIA-PAKLAB,LYBFU5-BZIIE-A5KO2B",TKH2SE-M7IF5-CFI7LT,41.8203,,
TDKCZB-PA5GM-T7VG3U,OQUPA2-PTB4Y-JIPSOD,XRP/USD,forex,47:49.1,sell,market,2.41104,41.81358325,0.1003526,17.34255062,0,initiated,"LMM3PZ-DPCRR-NZQZF2,LLFN4U-RC2LW-2KTXTB",TKH2SE-M7IF5-CFI7LT,41.81358325,,
TPWXPM-Y2UIP-CYDEM6,OZNSGW-WXF7K-U376HB,LTC/USD,forex,47:51.3,sell,market,94.84864,41.78856,0.10029,0.44058154,0,initiated,"LOJRZI-34RVH-UCWKTN,LZV6PL-MQWXG-MHEDLL",TKH2SE-M7IF5-CFI7LT,41.78856,,
TLKXBA-2PFRP-2EFSTT,OH5JLQ-F5HUR-EMXHGS,XRP/USD,forex,47:55.4,buy,market,2.41041,41.80907251,0.10034177,17.34521202,0,initiated,"LELZIR-ZLMCI-2IGO5Z,LKUBM5-A55R3-SXKRGO",TKH2SE-M7IF5-CFI7LT,41.80907251,,
TXNBUP-EZTI3-LH3HKY,O2XGDJ-TORB2-IZE5TF,LINK/USD,forex,47:56.2,buy,market,18.02037,41.805431,0.100333,2.31989859,0,initiated,"LXQPPX-6OZ6Q-Y6AWUS,LECAC7-NREBW-QRZDJK",TKH2SE-M7IF5-CFI7LT,41.805431,,
TQORAO-54JNS-VIKRVT,O6XZME-QO2UH-NHMZ3J,BCH/USD,forex,47:56.9,buy,market,522.717417,41.727993,0.100147,0.07982897,0,initiated,"LBWARX-22TAR-SUEB3C,LZM6X2-GJUXZ-6GNEXT",TKH2SE-M7IF5-CFI7LT,41.727993,,
T2NBIY-OMGQL-5UGTQP,OFX2RJ-7MN6K-EYWWEG,BTC/USD,forex,48:35.1,sell,market,111070.7,39.63003,0.09511,0.0003568,0,initiated,"LCODUU-KNIFH-DH3RSD,LQD7X5-TJHYV-YQACHP",TKH2SE-M7IF5-CFI7LT,39.63003,,
TOJGKA-UZZJH-GVVOX7,O5YL23-IKOFR-6K3L23,ETH/USD,forex,48:35.7,buy,market,3971.12,39.62781,0.09511,0.009979,0,initiated,"LK4QFV-EEUHF-T6H727,LN6FS5-6J7NG-52PZVP",TKH2SE-M7IF5-CFI7LT,39.62781,,
TQYPU4-UNDJP-SLWC73,OZKCEY-T7TZQ-IKSCMG,BCH/USD,forex,48:40.5,sell,market,522.18,39.589061,0.095014,0.07581497,0,initiated,"LC2ZHF-ITYUH-7VXTZS,L4LBPR-DNTNL-ZH4H5N",TKH2SE-M7IF5-CFI7LT,39.589061,,
T5XRFB-P4H5D-QNMUAC,OGTOOY-SHVXS-IOX6RR,LTC/USD,forex,48:41.3,buy,market,94.83,39.63418,0.09512,0.4179498,0,initiated,"L46SRQ-NTXS4-ESBIUE,LY6RN3-DH4IH-AWQZ62",TKH2SE-M7IF5-CFI7LT,39.63418,,
TJLAN3-VFX24-GDZUO5,OQWQ2F-4GL3K-KWPVPF,BTC/USD,forex,48:55.9,sell,market,111070.7,39.63003,0.09511,0.0003568,0,initiated,"LOODOB-EIEGP-Q7QIZQ,LFZ3RF-AP734-TQAELK",TKH2SE-M7IF5-CFI7LT,39.63003,,
TR3I36-GJKIB-PAJHCP,OASEUM-BVIXD-MAH7GS,ETH/USD,forex,48:57.0,sell,market,3971.07053,39.6428,0.09514,0.0099829,0,initiated,"LENP2T-U7FAJ-DR32SZ,LJNQQB-UICQZ-MI2R62",TKH2SE-M7IF5-CFI7LT,39.6428,,
T73CC6-EOWT7-7PC3NO,O3ABIQ-MZASU-OHNCA2,XRP/USD,forex,48:59.1,buy,market,2.40985,39.63,0.095112,16.44500695,0,initiated,"L7TATE-4JF6Z-23LR7R,LK2OEP-V3AHT-Z7VUK7",TKH2SE-M7IF5-CFI7LT,39.63,,
TFFH4O-ZQYUY-YSH6JA,OSUPIV-JBHQL-NZFIKW,LINK/USD,forex,49:00.6,buy,market,18.024605,39.646662,0.095152,2.19958561,0,initiated,"LTR6Q5-BLDYE-DWDMRN,L55VFG-MHLTV-NBQ4PT",TKH2SE-M7IF5-CFI7LT,39.646662,,
T5H3AP-K7RFC-3NOMHM,O5LTSE-4C62Z-LDVX4R,XRP/USD,forex,49:09.6,sell,market,2.40984,39.62983555,0.09511161,16.44500695,0,initiated,"L2PBVX-MRLQY-YILLEN,LGZBXT-PMRWY-PAIJNS",TKH2SE-M7IF5-CFI7LT,39.62983555,,
TQJM5E-LFCBZ-VVOYKR,O6YFNI-MJYIK-2IRGWN,LINK/USD,forex,49:11.3,sell,market,18.01238,39.60311,0.095047,2.19866061,0,initiated,"LGWJDK-3DSCP-NLVXJV,LPV7BY-QHW4J-N3QMM5",TKH2SE-M7IF5-CFI7LT,39.60311,,
TMV4PJ-HJZEI-MYGJSJ,OMNNFZ-42ZOV-ZMKUJX,LTC/USD,forex,49:12.8,sell,market,94.74968,39.60061,0.09504,0.4179498,0,initiated,"LKNZXV-3EMSO-YKARZH,L5WOL6-7YETV-2S52FA",TKH2SE-M7IF5-CFI7LT,39.60061,,
TTUYBG-4YGZR-MGZHVZ,OXXMMZ-G5U2N-CKYTXT,ETH/USD,forex,49:17.3,buy,market,3970.67,39.6232,0.0951,0.00997897,0,initiated,"LELS6U-3CA5B-MNXHCB,L4GINP-TCGV4-UVRXBV",TKH2SE-M7IF5-CFI7LT,39.6232,,
TOMMVA-JWLF6-EOLC2L,O3FYBO-EN5OV-3SGGKS,XRP/USD,forex,49:18.8,buy,market,2.40985,39.63016445,0.09511239,16.44507519,0,initiated,"LEEDLV-56ZZ5-IEPRNQ,LW65LV-Z4HY3-627KHV",TKH2SE-M7IF5-CFI7LT,39.63016445,,
TPMKWD-AZCDR-EFW2S7,OQ6WKY-Z2PSQ-RNJ4GT,LTC/USD,forex,49:19.5,buy,market,94.76,39.64255,0.09514,0.41834688,0,initiated,"L5Q3OV-23UYX-H2YW7V,LWGCKO-XRZO3-VHLVIC",TKH2SE-M7IF5-CFI7LT,39.64255,,
T65CQX-76G3T-2WPVCX,OI4BWE-JLJIK-7KRHFE,ETH/USD,forex,49:57.2,sell,market,3965.39,37.52028,0.09005,0.00946194,0,initiated,"L7I3GT-OXBY3-R52ZD6,LBO4DB-YPF52-PLCOMF",TKH2SE-M7IF5-CFI7LT,37.52028,,
TVPTB3-L4WKF-JCAEMA,OBEKIX-XITGK-VDZ5HA,XRP/USD,forex,49:59.6,sell,market,2.40563049,37.50161246,0.09000387,15.58909926,0,initiated,"L4SED7-MO6QB-SRWGAF,LSF6L3-P5G6G-VM5G4J",TKH2SE-M7IF5-CFI7LT,37.50161246,,
TRXO7S-2U4IG-K5YAWA,OFDVOQ-LXHO6-R7SQX6,LINK/USD,forex,50:01.1,sell,market,17.97529,37.463519,0.089912,2.08416771,0,initiated,"LDISKM-CZA4S-RC34HK,LV6UQE-T2PSC-YASID4",TKH2SE-M7IF5-CFI7LT,37.463519,,
T5BR5W-TTVKJ-UWZI4R,O7XYXO-KPS5M-F2KYUB,LTC/USD,forex,50:02.5,buy,market,94.59,37.49622,0.08999,0.39640782,0,initiated,"LOSX4J-MRUKK-54K7FS,L47G2F-QQXLE-4LFBR5",TKH2SE-M7IF5-CFI7LT,37.49622,,
TCU377-HZIDX-AO63TF,O4SNFT-ADTZN-MHYVDO,XRP/USD,forex,50:08.4,sell,market,2.40536,37.52858114,0.09006859,15.6020642,0,initiated,"L7CHKO-HPF6E-WZZGLW,LZ3VJL-7A57V-O62BVH",TKH2SE-M7IF5-CFI7LT,37.52858114,,
TQV7AU-UWLC5-T77DSU,OVYSAY-F6H53-ZUTXGI,LTC/USD,forex,50:23.6,sell,market,94.57,37.51207,0.09003,0.39665927,0,initiated,"LDFSDC-WYNBY-B7IGII,LBTF7L-AFK2O-Z66WQC",TKH2SE-M7IF5-CFI7LT,37.51207,,
TSETOV-6LQXZ-E3WRLQ,OYBTRC-F3Q5G-AKYTLM,LTC/USD,forex,50:33.4,sell,market,94.57,37.52,0.09005,0.39674315,0,initiated,"LQDG4F-RXRHP-PJTUBJ,L3ZMWS-6M5HK-JFX2VB",TKH2SE-M7IF5-CFI7LT,37.52,,
T7SXBB-JWHI6-IPSQPD,OENGZT-WPSBJ-YPOT5T,LTC/USD,forex,51:22.2,sell,market,94.53891,41.2026,0.09889,0.4358269,0,initiated,"LRMSEF-M6W3X-MXHESM,LETKN3-PWY5V-IFCD6C",TKH2SE-M7IF5-CFI7LT,41.2026,,
TYSWDB-ZCKGD-Q65PKK,OT4AFV-QMC6A-YBCSNK,LTC/USD,forex,51:44.5,sell,market,94.51946,41.17234,0.09881,0.43559645,0,initiated,"LT7UPY-JGDKH-LQW7TK,L5ZL3M-X56SD-CECSFK",TKH2SE-M7IF5-CFI7LT,41.17234,,
T7FT7E-XFRUS-QBBDJO,OVMC2D-CLGLE-K6QNJM,LTC/USD,forex,51:55.3,sell,market,94.5,41.18564,0.09885,0.4358269,0,initiated,"LSY4YW-LFIS3-BBE3R2,L7YETJ-BKLND-5WK2A6",TKH2SE-M7IF5-CFI7LT,41.18564,,
THHU55-3ZYR4-LYGK2X,OMGZ4Y-VSAS4-7KDSAV,LTC/USD,forex,52:44.3,sell,market,94.59,41.21922,0.09893,0.4357672,0,initiated,"L4BXW5-S3D2F-WP7UKW,L3OAYF-VPRCG-G4BAXK",TKH2SE-M7IF5-CFI7LT,41.21922,,
TVVOCK-EPXYU-LQ2OWX,OQ2P2H-WYFYB-4ZNBBP,LTC/USD,forex,53:07.3,sell,market,94.59999,41.18435,0.09884,0.43535257,0,initiated,"LB3TPP-JBMIR-BY26XB,LK7XDV-7M2IV-6A5VKO",TKH2SE-M7IF5-CFI7LT,41.18435,,
TRET5D-B257V-T7XJI4,OERSIR-VRTIN-CVXALR,LTC/USD,forex,53:17.6,sell,market,94.59,41.17565,0.09882,0.43530655,0,initiated,"LEWSVW-5BZCL-ZPRMDB,LKTXMY-MUYDS-6HOZRO",TKH2SE-M7IF5-CFI7LT,41.17565,,
TUSAFG-V4ZEW-DDQIIB,O2NS57-Y22KB-3O4XDT,LTC/USD,forex,54:06.0,sell,market,94.59,41.17565,0.09882,0.43530655,0,initiated,"LOAE7J-NFKNI-66AX7Q,LYAXVP-3CKHK-DI4REQ",TKH2SE-M7IF5-CFI7LT,41.17565,,
TIZB46-KCNY4-T2HBCI,OTE4MX-AMAHA-2A2PCW,LTC/USD,forex,54:27.4,sell,market,94.43895,41.11424,0.09868,0.43535257,0,initiated,"LNO66X-FIVVZ-LYGEA3,L4SJJH-EIAEL-OK5HTT",TKH2SE-M7IF5-CFI7LT,41.11424,,
TCH4FK-KWXD7-KCQD3N,OAZCEN-US6UO-CYV3ML,LTC/USD,forex,54:37.7,sell,market,94.42945,41.1754,0.09882,0.43604405,0,initiated,"LEFDSO-4LNQ2-BJV5YA,LAHTFA-XEHHT-SGLNKO",TKH2SE-M7IF5-CFI7LT,41.1754,,
TSATLI-WYY7M-63MNEO,OM5CTI-TIIOO-P33HVY,LTC/USD,forex,55:26.9,sell,market,94.41999,41.15307,0.09877,0.43585126,0,initiated,"LE6GG2-CHNAI-AG6COU,LDSTNK-QX4AY-ZWAHHX",TKH2SE-M7IF5-CFI7LT,41.15307,,
TE4JGC-5FHUO-QPT2E5,OM56UA-6BH57-MLDDE5,LTC/USD,forex,55:50.2,sell,market,94.47,41.15743,0.09878,0.43566663,0,initiated,"LUTEU7-V6YD5-IGJJR5,LVLD4K-QNAIS-NLZTZU",TKH2SE-M7IF5-CFI7LT,41.15743,,
TUQCZQ-GQ3KV-5XVDLL,OO3HGF-BFO7E-NR3J3U,LTC/USD,forex,56:00.6,sell,market,94.46999,41.13564,0.09873,0.43543607,0,initiated,"LIPI7Z-KKJF2-LUKRRP,L7EUMT-SMVGE-URHW53",TKH2SE-M7IF5-CFI7LT,41.13564,,
